date,time,tweet,car,pal,reviewText,sentNLTK,sentSpnsh,sentTransf
2023-07-23,22:10:43,Enserio! Wow muchas gracia spor la respuesta en unos minutos más termino de abrir mi cuenta,91,16,enserio ! wow muchas gracia spor respuesta minutos termino abrir cuenta,1,0.033882193911253154,1
2023-07-23,22:09:50,Ilimitadas. Puedes hacer todas las que quieras con los plazos que gustes y los mejores rendimientos. En ofrecemos la mejor plataforma digital que te permite libead financiera.,175,27,ilimitadas . puedes hacer toda quieras plazos gustes mejores rendimientos . ofrecemos mejor plataforma digital permite libead financiera .,0,0.8726807144805158,5
2023-07-23,17:54:30,"Gracias, ya les contesté:manos_en_oración::manos_en_oración::manos_en_oración:",27,4,"gracias , contesté : manos_en_oración : :manos_en_oración : :manos_en_oración :",0,0.5533970533999424,5
2023-07-24,23:22:43,"Ha, thanks for the rec! I loved the idea of having a digital bank that's pa of the Multired (consoium of ATMs) but I guess it was not to be :cara_con_ojos_en_blanco:.",142,31,", thanks for the rec ! i loved the idea of having digital bank that 's pa of the multired ( consoium of atm ) but i guess it wa not to be : cara_con_ojos_en_blanco : .",1,0.7078476786457079,4
2023-07-24,19:58:54,Gracias,7,1,gracias,0,0.5533970533999424,5
2023-07-27,00:01:54,"Puedes empezar con tarjetas de crédito ""garantizadas"" Son para personas que no tienen historial. Stori o heybanco sería lo mejorcito. Recibir nómina también ayuda mucho con los bancos tradicionales c:",200,30,puedes empezar tarjetas crédito `` garantizadas '' persona historial . stori heybanco mejorcito . recibir nómina ayuda bancos tradicionales c :,0,0.006853343863572865,1
2023-07-28,22:43:10,"Hoygan , mi TDC coó el 17-7-23 y la fecha límite de pago es el próximo jueves 3. Se supone que mientras pague antes de esa fecha no hay problema. Correcto?",155,31,"hoygan , tdc coó 17-7-23 fecha límite pago próximo jueves 3. supone mientras pague fecha problema . correcto ?",0,0.002796295928189161,1
2023-07-28,21:02:59,Yap!,4,1,yap !,0,0.49789225920557484,1
2023-07-28,20:31:24,Dame el telefono de servicio al cliente,39,7,dame telefono servicio cliente,0,0.22015366788106444,5
2023-07-29,18:04:22,tomalo por el lado amable y para el proximo recibo ya es gratis heheheheh,73,14,tomalo lado amable proximo recibo gratis heheheheh,1,0.9514706254170656,5
2023-07-29,05:56:41,Jajaja verdad que sí,20,4,jajaja verdad,0,0.3599131410806974,5
2023-07-30,18:08:07,Muchas gracias,14,2,muchas gracias,0,0.47056419380391146,5
2023-08-01,20:01:28,Gracias por el seguimiento. Ya quedó resuelto y no era problema de ustedes.,75,13,gracias seguimiento . quedó resuelto problema ustedes .,0,0.476025500289037,3
2023-08-01,17:48:12,"Excelente servicio Por cieo, como dato Por cualquier cosa yo no di mis datos bancarios pues de uso común Yo tengo una cuenta digital de HeyBanco que no utilizo más que para esto, y ahí me han estado llegando mis transferencias Adjunto evidencia",244,43,"excelente servicio cieo , dato cualquier cosa di datos bancarios pues uso común cuenta digital heybanco utilizo , ahí llegando transferencias adjunto evidencia",0,0.7500956531309779,5
2023-08-01,14:15:42,"Ya quedó solucionado, Muchas gracias",36,5,"quedó solucionado , muchas gracias",0,0.47056419380391146,5
2023-08-01,04:41:41,recomiendo x10000 HeyBanco!!!,29,3,recomiendo x10000 heybanco ! ! !,0,0.6715687579546886,5
2023-08-02,16:57:52,Gracias ya respondi el mensaje,30,5,gracias respondi mensaje,0,0.5533970533999424,5
2023-08-02,04:21:34,"Estaría súper, algo como lo que hacen en",40,8,"súper , hacen",0,0.794656661253319,5
2023-08-04,23:36:52,Fácil: Abre una cuenta bancaria en uno de los nuevos bancos digitales. Te recomiendo porque está mucho más integrado al sistema bancario que otros que simplemente son fintech.,175,28,fácil : abre cuenta bancaria nuevos bancos digitales . recomiendo integrado sistema bancario simplemente fintech .,0,0.6892371754520766,5
2023-08-04,00:38:53,No recuerdo pero creo que fue rápido,36,7,recuerdo creo rápido,0,0.3148336448987003,5
2023-08-05,23:09:34,"hola buenas tardes! Me ayudan a confirmar cual es el monto máximo para transferir desde mi cuenta hey y como puedo modificar esos límites por favor, gracias!",157,27,"hola buenas tardes ! ayudan confirmar monto máximo transferir cuenta hey puedo modificar límites favor , gracias !",1,1.937553301108853e-05,5
2023-08-05,04:58:31,Muchas gracias! Le había recomendado a un conocido que antes ellos daban préstamos y ya no salen. Entonces quería sugerirle esa opción. Que amable eres.,152,25,muchas gracias ! recomendado conocido daban préstamos salen . entonces quería sugerirle opción . amable .,0,0.6763316972372803,5
2023-08-05,01:22:22,"Creo que es eso, acaba de llegar, muchas gracias",48,9,"creo , acaba llegar , muchas gracias",0,0.22489084374695087,5
2023-08-06,23:28:23,Jaja lo mismo pasa con Mercado Pago y HeyBanco pero de acuerdo es una maravilla,79,15,jaja mismo pasa mercado pago heybanco acuerdo maravilla,0,0.13560334906579005,5
2023-08-07,22:14:52,"Si me resolvieron, tiene un gran servicio al cliente!",53,9,"si resolvieron , gran servicio cliente !",0,0.9106260380093061,5
2023-08-07,11:17:55,Si me llegó a las 24 hrs. Espero que haya llegado bien la transferencia.,72,14,si llegó 24 hr . espero llegado bien transferencia .,0,0.012448215580294495,1
2023-08-08,16:00:40,"Ya lo hice, ayer saqué todaa lana y mejor me quedo con quienes ya llevo tiempo y no he tenido problemas con ellos. También recomiendo a me está jalando muy bien y mis clientes me pagan por ahí. Saludos.",202,39,"hice , ayer saqué todaa lana mejor quedo llevo tiempo problemas . recomiendo jalando bien clientes pagan ahí . saludos .",0,0.002203425469145176,5
2023-08-09,19:43:25,"Hola muchas gracias ya les expliqué la situación, les agradezco una respuesta a la brevedad",91,15,"hola muchas gracias expliqué situación , agradezco respuesta brevedad",0,0.007921573182001764,5
2023-08-09,15:05:31,"Les escribí por ahí desde ayer, y no me pelaron!",48,10,"escribí ahí ayer , pelaron !",0,0.02381542554180369,5
2023-08-10,00:03:09,"hoy fue mi primer día en heybanco :chispas::tulipán::chispas: de regreso a la vida de oficina :mariposa: mil gracias, :marca_de_beso:",86,19,"hoy primer día heybanco : chispas : :tulipán : :chispas : regreso vida oficina : mariposa : mil gracias , : marca_de_beso :",0,0.0032747551934528252,5
2023-08-12,18:47:40,"¡Por fin me tocó un BoletoDorado ganador! :cara_sonriendo_con_estrellas: Me sentí como Charlie en la fabrica de chocolates :cara_con_mano_sobre_la_boca: Cámara solo me faltan 8,200 heypoints para mi xbox.",147,27,"¡por fin tocó boletodorado ganador ! : cara_sonriendo_con_estrellas : sentí charlie fabrica chocolate : cara_con_mano_sobre_la_boca : cámara solo faltan 8,200 heypoints xbox .",0,0.20773900490329236,1
2023-08-12,05:53:54,"Release notes, mensaje con typo en Terjeta Me gusto la actualización que hicieron para ver las tarjetas",103,17,"release note , mensaje typo terjeta gusto actualización hicieron ver tarjetas",0,0.4614557677827499,3
2023-08-15,21:50:22,"Justo a mi me pasó en el mismo momento, al final vuelve a aparecer en un rato después.",86,18,"justo pasó mismo momento , final vuelve aparecer rato después .",0,0.01494997851683323,3
2023-08-18,18:05:07,Gracias :cara_feliz_con_ojos_sonrientes: :manos_en_oración:,11,3,gracias : cara_feliz_con_ojos_sonrientes : : manos_en_oración :,0,0.5533970533999424,5
2023-08-18,17:18:46,Le sugiero encarecidamente que se comunique con ~bensonhack50~ en Instagram para solucionar cualquier problema relacionado con la cuenta. ahí rápido y confiable aún puedes graficarlos por WhatsApp :dorso_de_mano_con_índice_a_la_derecha_tono_de_piel_claro::dorso_de_mano_con_índice_a_la_derecha_tono_de_piel_claro:,201,28,sugiero encarecidamente comunique ~bensonhack50~ instagram solucionar cualquier problema relacionado cuenta . ahí rápido confiable aún puedes graficarlos whatsapp : dorso_de_mano_con_índice_a_la_derecha_tono_de_piel_claro : :dorso_de_mano_con_índice_a_la_derecha_tono_de_piel_claro :,0,0.5308731083611683,4
2023-08-19,15:02:37,"Muchas gracias, ya les respondí por DM",38,7,"muchas gracias , respondí dm",0,0.47056419380391146,5
2023-08-22,00:52:31,"En la Comunidarks me recomendaron la Rappicard y la HeyBanco. Uso más la de HeyBanco por las recompensas, no hay anualidad, además te da tarjeta dual entonces tienes de crédito y débito. La Rappicard la uso para cosas más específicas, por ej Ticketmaster la acepta sin problema.",278,47,"comunidarks recomendaron rappicard heybanco . uso heybanco recompensas , anualidad , además da tarjeta dual entonces crédito débito . rappicard uso cosas específicas , ej ticketmaster acepta problema .",0,0.001196903440215213,3
2023-08-23,17:41:15,"Ya quedó resuelto favorablemente mi que queja, gracias",54,8,"quedó resuelto favorablemente queja , gracias",0,0.5343300379347585,3
2023-08-25,19:20:41,Que guen servicio traen los de siemrpe resuelven bien 10/10 :cara_sonriente::cara_sonriente:,64,11,guen servicio traen siemrpe resuelven bien 10/10 : cara_sonriente : :cara_sonriente :,0,0.0498989440174117,3
2023-08-25,02:12:59,"Resolvieron el cargo no reconocido de mi tarjeta, siempre dicen que pueden ser varios días pero el proceso no tardó ni una semana :señal_de_aprobación_con_la_mano_tono_de_piel_medio:",132,24,"resolvieron cargo reconocido tarjeta , siempre dicen pueden ser varios días proceso tardó semana : señal_de_aprobación_con_la_mano_tono_de_piel_medio :",0,0.0011213157837872117,1
2023-08-28,21:22:10,"Muchas gracias, ya lleno los datos. /@heybanco",46,7,"muchas gracias , lleno datos . / @ heybanco",0,0.21237218008660785,5
2023-08-28,17:12:16,¡Muchísimas gracias por compair! :corazón_rojo: :manos_levantadas_celebrando:,37,6,¡muchísimas gracias compair ! : corazón_rojo : : manos_levantadas_celebrando :,0,0.5533970533999424,5
2023-08-30,00:11:50,De qué queja me hablan? :cara_con_ojos_en_blanco: Nada de quejas con Trabajan muy bien :corazón_rojo:,65,14,queja hablan ? : cara_con_ojos_en_blanco : quejas trabajan bien : corazón_rojo :,0,0.5168814097571519,3
2023-08-31,04:02:55,en Recompensa Total Banoe llegan en menos de 3 días hábiles por mail.,69,13,recompensa total banoe llegan menos 3 días hábiles mail .,0,0.06865291543317814,5
2023-09-01,18:06:14,Muy felices y contentos por nuestros clientes ya que hoy pudieron estrenar su nuevo hogar. inovaserviciosfinancieros cuauhtémocchihuahua creditos HeyBanco,154,19,felices contentos clientes hoy pudieron estrenar nuevo hogar . inovaserviciosfinancieros cuauhtémocchihuahua creditos heybanco,0,0.08426437882798976,5
2023-09-01,16:25:34,"Perfecto, ya pude entrar a la App y como según mi dispositivo no es compatible (aunque es uno de los más recientes de Samsung) prefiero cambiar de banco a cambiar mi equipo. Hola! Saludos.",188,34,"perfecto , pude entrar app según dispositivo compatible ( aunque recientes samsung ) prefiero cambiar banco cambiar equipo . hola ! saludos .",1,0.002836166197357989,5
2023-09-01,00:51:39,"Yo la tengo, esta bien padre.",29,6,", bien padre .",0,0.6323720940364075,4
2023-09-04,19:50:21,Aplausos para el equipo de :cara_derritiéndose:,28,6,aplausos equipo : cara_derritiéndose :,0,0.583782245427145,1
2023-09-05,23:52:00,"Yo quisiera saber si ya puedo ser acreedor a la tarjeta de crédito tradicional, debido a que ya llevo más de seis meses de uso de la garantizada y se ha mejorado mi historial muy significativamente!",198,36,"quisiera saber si puedo ser acreedor tarjeta crédito tradicional , debido llevo seis me uso garantizada mejorado historial significativamente !",0,0.0002529689049717847,3
2023-09-05,19:25:28,Jajaja,6,1,jajaja,0,0.49789225920557484,5
2023-09-05,03:39:27,"HeyBanco ha implementado un chat/bot muy interesante llamado HeyGPT, que resuelve dudas sobre sus productos, el cual me sorprendió bastante, creo que es un gran avance para mejorar la experiencia con la atención a clientes, acá te cuento todo:",243,39,"heybanco implementado chat/bot interesante llamado heygpt , resuelve dudas productos , sorprendió bastante , creo gran avance mejorar experiencia atención clientes , acá cuento :",0,0.1587155055850337,5
2023-09-05,02:53:41,Yo uso ese banco y siempre me resuelven rápido y mil veces más rápido vs Banamex haha,85,17,uso banco siempre resuelven rápido mil veces rápido v banamex haha,1,0.5380260106611656,5
2023-09-10,21:18:12,HeyBanco. Me ha salido buena.,29,5,heybanco . salido buena .,0,0.6774024187612661,5
2023-09-12,22:40:28,Gracias.,8,1,gracias .,0,0.5533970533999424,5
2023-09-12,02:35:10,Chulada de cuenta! Buenos rendimientos :cara_con_lengua_de_dinero: aplicación funcionando al :cien_puntos: sin comisiones de ninguna especie!! Entre esta y la de no necesito nada de ninguna otra institución. Nunca cambien ehhh? Asi empezó Klar y luego ya no cumplió. :cara_sonriente::pulgar_hacia_arriba_tono_de_piel_claro:,233,39,chulada cuenta ! buenos rendimientos : cara_con_lengua_de_dinero : aplicación funcionando : cien_puntos : comisiones ninguna especie ! ! necesito ninguna institución . nunca cambien ehhh ? asi empezó klar luego cumplió . : cara_sonriente : :pulgar_hacia_arriba_tono_de_piel_claro :,0,0.0009545837916895176,3
2023-09-13,23:20:30,"¡Feliz Día del Programador! Su trabajo es esencial para el funcionamiento de la sociedad actual, es por eso que te traemos algunos datos impoantes sobre este día y la profesión.:profesional_de_la_tecnología_hombre_tono_de_piel_claro: HeyBancoMedia HeyBanco DíaDelProgramador Programadores",236,34,"¡feliz día programador ! trabajo esencial funcionamiento sociedad actual , traemos datos impoantes día profesión . : profesional_de_la_tecnología_hombre_tono_de_piel_claro : heybancomedia heybanco díadelprogramador programadores",0,0.43350079439150246,5
2023-09-13,20:45:41,"Hola muchas gracias, ya les contesté vía DM",43,8,"hola muchas gracias , contesté vía dm",0,0.548637633196273,5
2023-09-13,20:32:13,"Solucionado, gracias!",21,2,"solucionado , gracias !",0,0.5533970533999424,5
2023-09-13,16:02:39,ayuda!!,7,1,ayuda ! !,0,0.4047214283799102,5
2023-09-14,23:17:46,"Es que son horas de Venus, todavía están en tiempo xd",53,11,"horas venus , todavía tiempo xd",1,0.051752362426685065,5
2023-09-14,15:38:55,Inviee en cuestión de minutos desde tu celular y obtén ganancias cada semana. :bolsa_de_dinero: Conoce cómo hacer crecer tu dinero con Inv…,123,22,inviee cuestión minutos celular obtén ganancias cada semana . : bolsa_de_dinero : conoce cómo hacer crecer dinero inv…,0,0.03959602770514016,1
2023-09-15,21:23:57,A mi me sirvió actualizar mi versión de Android a la más reciente. Con eso ya abre,82,17,sirvió actualizar versión android reciente . abre,0,0.49789225920557484,5
2023-09-15,16:46:03,Gracias justo eso me funciono,29,5,gracias justo funciono,0,0.8135402788047232,5
2023-09-16,23:38:12,Yo elimine el cache en los ajustes de la app y funcionó,55,12,elimine cache ajustes app funcionó,0,0.49789225920557484,4
2023-09-16,23:23:44,Si me funcionó!!! Muchas gracias,32,5,si funcionó ! ! ! muchas gracias,0,0.30801824821425416,5
2023-09-16,20:21:53,"Entren a ajustes de la app , borren el cache y funciona",55,12,"entren ajustes app , borren cache funciona",0,0.4037969220146736,2
2023-09-16,05:17:38,Esto me funcionó a mi,21,5,funcionó,0,0.49789225920557484,5
2023-09-16,04:56:18,Muchas gracias Hey! Ya quedó resuelto. :señal_de_aprobación_con_la_mano::señal_de_aprobación_con_la_mano::señal_de_aprobación_con_la_mano:,42,7,muchas gracias hey ! quedó resuelto . : señal_de_aprobación_con_la_mano : :señal_de_aprobación_con_la_mano : :señal_de_aprobación_con_la_mano :,0,0.47056419380391146,1
2023-09-16,03:28:28,Gracias ! Lo intentare :cara_radiante_con_ojos_sonrientes:,24,5,gracias ! intentare : cara_radiante_con_ojos_sonrientes :,0,0.5533970533999424,5
2023-09-17,23:18:02,Gracias! También me funcionó reiniciando :manos_levantadas_celebrando:,42,6,gracias ! funcionó reiniciando : manos_levantadas_celebrando :,0,0.5533970533999424,5
2023-09-17,15:24:56,"Ya qiedo resuelto, muchas gracias!",34,5,"qiedo resuelto , muchas gracias !",0,0.47056419380391146,5
2023-09-18,22:22:18,Funcionó gracias. Mejor que la cuenta oficial,45,7,funcionó gracias . mejor cuenta oficial,0,0.45026058956201365,5
2023-09-18,18:10:10,"Muchas gracias por la información, me sirvió para poder acceder a la aplicación, deberían publicar la solución en sus redes para que otros usuarios puedan solucionarlo",167,26,"muchas gracias información , sirvió poder acceder aplicación , deberían publicar solución redes usuarios puedan solucionarlo",0,0.023684417252348502,5
2023-09-19,18:10:58,Confirmo hoy 19 de septiembre que funciona.. muchas gracias,59,9,confirmo hoy 19 septiembre funciona .. muchas gracias,0,0.05245565116387755,5
2023-09-19,17:56:50,"La colonia más bonita y cool de todo Latinoamérica te está esperando, descubre con Jonnah Moreno sus increíbles recintos y disfruta de su increíble belleza. HeyBanco HeyMedia HeydeLocal Guadalajara",197,29,"colonia bonita cool latinoamérica esperando , descubre jonnah moreno increíbles recintos disfruta increíble belleza . heybanco heymedia heydelocal guadalajara",1,0.9741763182221297,5
2023-09-19,17:55:31,"El lugar perfecto para sentae a trabajar mientras te tomas un delicioso café... para después ir por una joya de la literatura, de segunda mano. Descubre con Jonnah Moreno los lugares secretos de la colonia Americana. HeyBanco HeyMedia HeydeLocal Guadalajara",257,40,"lugar perfecto sentae trabajar mientras tomas delicioso café ... después ir joya literatura , segunda mano . descubre jonnah moreno lugares secretos colonia americana . heybanco heymedia heydelocal guadalajara",1,0.9997692499026344,5
2023-09-19,17:52:22,"Entre cafeterías, una arquitectura única y bonitos pisos, Jonnah Moreno nos muestra la cara más apacible de la colonia Americana, que es considerada la más bonita en todo Latinoamérica. HeyBanco HeyMedia HeydeLocal Guadalajara",226,33,"cafeterías , arquitectura única bonito pisos , jonnah moreno muestra cara apacible colonia americana , considerada bonita latinoamérica . heybanco heymedia heydelocal guadalajara",0,0.9597700014383249,4
2023-09-19,16:43:55,"Muchas gracias ahora sí, por mandar la actualización v10.39.2 de la app de Android. La aplicación funciona nuevamente, tras 5 días que estuvo muea para varios de nosotros. Gracias",179,29,"muchas gracias ahora , mandar actualización v10.39.2 app android . aplicación funciona nuevamente , tras 5 días muea varios . gracias",0,0.02626069405417822,1
2023-09-19,05:21:53,"Exacto, en el 10.39.0 está todo normal.",39,7,"exacto , 10.39.0 normal .",0,0.1740105501457912,5
2023-09-20,22:28:33,Listo! Muchas gracias! :),25,4,listo ! muchas gracias ! : ),0,0.3329942646422743,5
2023-09-20,20:42:03,Ya hoy se restableció la aplicación gracias,43,7,hoy restableció aplicación gracias,0,0.11583350244021662,5
2023-09-20,02:42:16,"X3. A las 12 sin problema, y uno desde las 6 y nada",51,13,"x3 . 12 problema , 6",0,0.4209661743188113,1
2023-09-20,02:09:44,"Gracias por la respuesta, pude habilitar mi app",47,8,"gracias respuesta , pude habilitar app",0,0.07315441592243442,4
2023-09-22,22:00:52,"A mi nunca me ha fallado, al contrario es de las más estables.",62,13,"nunca fallado , contrario estables .",0,0.07373684515093744,4
2023-09-23,17:15:22,"Gracias, no debería ser información privada, es para que ustedes mejoren. Saludos.",82,12,"gracias , debería ser información privada , ustedes mejoren . saludos .",0,0.06709483995365496,5
2023-09-24,15:49:15,cómo puedo pedir otra tarjeta sin perder mis datos anteriores. Gracias,70,11,cómo puedo pedir tarjeta perder datos anteriores . gracias,0,0.006527383710387979,1
2023-09-26,23:06:29,Siempre estoy recomendando y llevo 2 meses sin tarjeta :cara_de_payaso: ¿regresar a Banamex será la solución?,94,16,siempre recomendando llevo 2 me tarjeta : cara_de_payaso : ¿regresar banamex solución ?,0,0.04369376274322627,5
2023-09-26,22:30:41,"Hola, solo para agradecer públicamente la atención recibida en su momento, y mencionar que ya recibí todos los productos solicitado de su tienda de Hey Shop. Muchas gracias.",173,28,"hola , solo agradecer públicamente atención recibida momento , mencionar recibí productos solicitado tienda hey shop . muchas gracias .",0,0.0779520236942215,5
2023-09-26,18:47:23,Ya lo envie,11,3,envie,0,0.49789225920557484,5
2023-09-27,19:00:56,"Muchas gracias, los amo. :cara_llorando_fuerte::manos_formando_un_corazón_tono_de_piel_medio:",28,5,"muchas gracias , amo . : cara_llorando_fuerte : :manos_formando_un_corazón_tono_de_piel_medio :",0,0.47056419380391146,5
2023-09-28,00:50:29,"increíble que a estas alturas tengas que ir a activar tu netkey “móvil” a una sucursal cuando cambias de teléfono. Tienen mucho que aprender de que sin comprometer tu seguridad, lo hacen simple y rápido desde la misma app.",222,39,"increíble alturas ir activar netkey “ móvil ” sucursal cambias teléfono . aprender comprometer seguridad , hacen simple rápido misma app .",0,0.06779794400940667,5
2023-09-30,05:35:34,Yo sigo pensando que es un gran producto,40,8,sigo pensando gran producto,0,0.1347395771500181,5
2023-10-02,19:50:21,Gracias,7,1,gracias,0,0.5533970533999424,5
2023-10-03,23:23:14,Yo también quiero :cara_tapada_con_ojo_espiando:,19,4,quiero : cara_tapada_con_ojo_espiando :,0,0.3394611630726342,1
2023-10-03,18:33:09,"Gracias, les acabo de escribir.",31,5,"gracias , acabo escribir .",0,0.16877979322592065,5
2023-10-05,16:30:02,"Tengo la de que es de banco Azteca y si esta muy bien, la de también esta padre y la de esas manejo",99,23,"banco azteca si bien , padre manejo",0,0.46279033494289323,4
2023-10-06,21:54:50,"En hora buena Jorge, tú eres una persona muy reconocida en el gremio mielero y tu reputación vale.",98,18,"hora buena jorge , persona reconocida gremio mielero reputación vale .",0,0.11940846678661342,5
2023-10-11,03:04:58,:ojos: Órale qué cool. ofrece información sobre finanzas personales dentro de la aplicación. :cara_sonriendo_con_estrellas: Habrá que darle una opounidad al podcast,130,21,: ojos : órale cool . ofrece información finanzas personales dentro aplicación . : cara_sonriendo_con_estrellas : darle opounidad podcast,1,0.159667587952484,4
2023-10-12,05:36:25,"Ganeee! Si quieres ser pae de esta fiebre Hey, te puedo referir. Gracias",72,13,"ganeee ! si quieres ser pae fiebre hey , puedo referir . gracias",0,0.13782062224280445,1
2023-10-13,16:37:56,"Gracias, volví a llamar y fue rapido",36,7,"gracias , volví llamar rapido",0,0.13928276510865295,5
2023-10-13,04:04:23,:cara_exhalando: 5 estrellas al sopoe de ya se saben el dúo dinámico :cara_sonriente::cara_sonriente:,60,13,: cara_exhalando : 5 estrellas sopoe saben dúo dinámico : cara_sonriente : :cara_sonriente :,0,0.07821406851806044,5
2023-10-14,22:34:37,Quedo en espera. Gracias,24,4,quedo espera . gracias,0,0.19860773362119302,5
2023-10-14,11:56:33,Felicidades a todos los que hicieron esto posible,49,8,felicidades hicieron posible,0,0.36739117373452645,5
2023-10-16,01:22:55,Muchas gracias,14,2,muchas gracias,0,0.47056419380391146,5
2023-10-17,18:13:26,"Procedo, gracias por el apoyo",29,5,"procedo , gracias apoyo",0,0.5533970533999424,5
2023-10-18,12:23:13,Recibí ayuda de fredhack88 en Telegram. Me ayudó a recuperar mi cuenta y habilitar la autenticación de dos factores en la cuenta. Estoy realmente impresionado. También te ayudará con tus problemas de piratería.,210,33,recibí ayuda fredhack88 telegram . ayudó recuperar cuenta habilitar autenticación do factores cuenta . realmente impresionado . ayudará problemas piratería .,0,0.5255097008701958,5
2023-10-19,07:14:39,"Gracias ya los conocí, los use, y hoy los dejo, definitivamente no son lo mio, pero si los recomiendo! :pulgar_hacia_arriba: Bancos f…",114,22,"gracias conocí , use , hoy dejo , definitivamente mio , si recomiendo ! : pulgar_hacia_arriba : bancos f…",0,0.16274512515123477,5
2023-10-20,23:13:05,"¡Te vamos a sorprender! :estrella: Para todos nuestros fans, ¡les queremos dar más! Estamos a punto de elevar su experiencia a un ni…",125,23,"¡te vamos sorprender ! : estrella : fan , ¡les queremos dar ! punto elevar experiencia ni…",1,1.3737726725007177e-05,5
2023-10-21,03:46:33,"¡Te vamos a sorprender! :estrella: Para todos nuestros fans, ¡les queremos dar más! Estamos a punto de elevar su experiencia a un ni…",125,23,"¡te vamos sorprender ! : estrella : fan , ¡les queremos dar ! punto elevar experiencia ni…",1,1.3737726725007177e-05,5
2023-10-21,02:21:31,11% la inversión y con eso!,27,6,11 % inversión !,0,0.49789225920557484,5
2023-10-22,03:12:45,"¡Te vamos a sorprender! :estrella: Para todos nuestros fans, ¡les queremos dar más! Estamos a punto de elevar su experiencia a un ni…",125,23,"¡te vamos sorprender ! : estrella : fan , ¡les queremos dar ! punto elevar experiencia ni…",1,1.3737726725007177e-05,5
2023-10-23,19:55:44,Se va a poner bueno con heybanco,32,7,va poner bueno heybanco,0,0.1588774904782474,4
2023-10-23,03:32:06,"Estamos igual, también me sorprendí",35,5,"igual , sorprendí",0,0.3186685919278696,5
2023-10-23,03:23:34,Yo también!,11,2,!,0,0.49789225920557484,5
2023-10-24,21:07:14,Nos deberían sorprender con app funcional. Todos los dias hay que estar borrando e instalando. Dura un acceso útil.,115,19,deberían sorprender app funcional . dia borrando instalando . dura acceso útil .,0,0.8521276327213666,4
2023-10-24,19:44:21,Listo enviado,13,2,listo enviado,0,0.3577312427036041,4
2023-10-24,08:53:57,"¡Te vamos a sorprender! :estrella: Para todos nuestros fans, ¡les queremos dar más! Estamos a punto de elevar su experiencia a un ni…",125,23,"¡te vamos sorprender ! : estrella : fan , ¡les queremos dar ! punto elevar experiencia ni…",1,1.3737726725007177e-05,5
2023-10-25,23:43:33,"Muy buena , esta vez hey se equivocó, decía ser diferente a los bancos normales e incluso puede que apair…",106,20,"buena , vez hey equivocó , decía ser diferente bancos normales incluso puede apair…",0,0.34247571763172885,4
2023-10-25,23:19:19,Fuiste bueno por un tiempo. Ahora mi tarjeta se irá al cajón. Hasta nunca :mano_saludando::manos_formando_un_corazón:,76,15,bueno tiempo . ahora tarjeta irá cajón . nunca : mano_saludando : :manos_formando_un_corazón :,0,0.007501412715296614,1
2023-10-25,22:15:53,es muy buena opción.,20,4,buena opción .,0,0.9709794451507096,4
2023-10-25,21:43:42,"Bueno, toda historia tiene un final. Adiós",42,7,"bueno , toda historia final . adiós",0,0.03931876123341038,5
2023-10-25,21:36:59,"La tarjeta plata trae buen cashback, deberías darle una revisada",64,10,"tarjeta plata trae buen cashback , deberías darle revisada",0,0.12928224230918028,4
2023-10-26,20:20:52,"¿SPA para los Hospitality? Bueno, siempre se agradece un masajito para aguantar los 3 días de festival ¡Checa los beneficios de cada abono! :entradas::león::fuego: Mañana prevents exclusiva por TecatePalNoe :corazón_brillante:",189,30,"¿spa hospitality ? bueno , siempre agradece masajito aguantar 3 días festival ¡checa beneficios cada abono ! : entradas : :león : :fuego : mañana prevents exclusiva tecatepalnoe : corazón_brillante :",1,0.8620114634961561,5
2023-10-26,19:36:54,Gracias! Les envíe otra duda.,29,5,gracias ! envíe duda .,0,0.8434665917334203,5
2023-10-26,18:51:17,"Ok, estaré al pendiente, gracias",32,5,"ok , pendiente , gracias",1,0.5533970533999424,3
2023-10-27,20:52:45,"Gracias por mis ultimas recompensas, adios vaquero, fue bueno mientras duró",75,11,"gracias ultima recompensas , adios vaquero , bueno mientras duró",0,0.48433293218562806,5
2023-10-27,20:52:13,Mañana los compramos!!! :manos_formando_un_corazón::manos_levantadas_celebrando_tono_de_piel_claro::manos_levantadas_celebrando_tono_de_piel_claro:,29,4,mañana compramos ! ! ! : manos_formando_un_corazón : :manos_levantadas_celebrando_tono_de_piel_claro : :manos_levantadas_celebrando_tono_de_piel_claro :,0,0.43016227623201214,1
2023-10-27,20:19:11,:león: ¡Gracias! La Venta Exclusiva HeyBanco está AGOTADA en su totalidad :tique: :dedo_índice_apuntándote_a_ti_tono_de_piel_claro: La venta libre de Boleto Tempranero para 2024 tendrá lugar mañana 28 de octubre a pair de las 14:00 hrs.,178,33,: león : ¡gracias ! venta exclusiva heybanco agotada totalidad : tique : : dedo_índice_apuntándote_a_ti_tono_de_piel_claro : venta libre boleto tempranero 2024 lugar mañana 28 octubre pair 14:00 hr .,0,0.46261276955592345,1
2023-10-27,20:08:25,Gracias Gracias venta tempranera :corazón_blanco: Tqm,38,6,gracias gracias venta tempranera : corazón_blanco : tqm,0,0.607601807529265,5
